﻿CODGEO;Libellé commune ou ARM;Région;Département;Population en 2012;Population en 2007;Superficie;Naissances entre 2007 et 2012;Décès entre 2007 et 2012;Ménages en 2012;Nombre de naissances domiciliées en 2013;Nombre de décès domiciliés en 2013;Logements en 2012;Résidences principales en 2012;Rés secondaires et logts occasionnels en 2012;Logements vacants en 2012;Rés princ occupées Propriétaires en 2012;Nombre de ménages fiscaux en 2012;Part des ménages fiscaux imposés  en 2012;Médiane du revenu disponible par UC en 2012;Taux de pauvreté en 2012;Emplois au LT en 2012;Emplois salariés au LT en 2012;Emplois au LT en 2007;Pop 15-64 ans en 2012;Chômeurs 15-64 ans en 2012;Actifs 15-64 ans en 2012;Total des ets actifs au 31 décembre 2012;Ets actifs agriculture au 31/12/2012;Ets actifs industrie au 31/12/2012;Ets actifs construction au 31/12/2012;Ets actifs commerce services au 31/12/2012;Ets actifs commerce réparation auto au 31/12/2012;Ets actifs adm publique au 31/12/2012;Ets actifs de 1 à 9 salariés au 31 décembre 2012;Ets actifs 10 salariés ou plus au 31 décembre 2012;coordonnees;Métropole
2B121;Galéria;94;2B;327.0;340.0;135.16;22.0;22.0;167.486230737;1.0;4.0;444.185982598;167.486230737;275.674937965;1.02481389578;122.619738605;144.0;;17050.0;;107.49522336;56.1294856822;119.654474076;193.414268511;17.944351991;126.61859669;119.0;24.0;4.0;6.0;81.0;10.0;4.0;16.0;0.0;42.4081803478, 8.70707754451;
2A154;Marignana;94;2A;102.0;107.0;55.09;3.0;11.0;53.0;0.0;3.0;232.380753138;53.0;173.531380753;5.84937238494;40.0;;;;;26.0;18.0;18.7088698733;52.0;5.0;38.0;17.0;6.0;1.0;2.0;7.0;0.0;1.0;3.0;0.0;42.2083267447, 8.72012145017;
2A266;Salice;94;2A;75.0;102.0;21.89;0.0;5.0;39.2045454545;0.0;0.0;141.346736597;39.2045454545;99.1082646726;3.03392646957;39.2045454545;;;;;12.6902065158;7.13338833396;5.09708966812;34.0909090909;0.0;19.6022727273;10.0;2.0;0.0;2.0;5.0;0.0;1.0;1.0;0.0;42.1045072661, 8.90188848529;
2A211;Petreto-Bicchisano;94;2A;561.0;566.0;39.27;19.0;42.0;264.775768535;2.0;8.0;526.365806849;264.775768535;231.906062335;29.6839759789;196.806509946;245.0;;17952.3160535;;185.736904148;144.173249745;164.843713657;288.108499096;26.3761301989;188.690777577;90.0;20.0;6.0;14.0;39.0;12.0;11.0;19.0;1.0;41.7703606471, 8.96953349207;
2B069;Casabianca;94;2B;94.0;81.0;3.68;1.0;3.0;36.1538461538;1.0;0.0;72.2788461538;36.1538461538;34.0;2.125;20.6593406593;;;;;16.6126160818;11.4477809169;24.1330534459;55.7802197802;6.1978021978;38.2197802198;11.0;1.0;1.0;1.0;5.0;2.0;3.0;1.0;1.0;42.4472062738, 9.37216855737;
2B334;Valle-d'Alesani;94;2B;129.0;143.0;9.59;3.0;9.0;65.0;1.0;2.0;119.0;65.0;51.0;3.0;52.0;;;;;25.857000993;9.87586891758;32.9254401896;71.0;3.0;36.0;26.0;11.0;4.0;3.0;5.0;3.0;3.0;4.0;0.0;42.3279231457, 9.43443873515;
2B338;Valle-d'Orezza;94;2B;44.0;46.0;3.93;0.0;4.0;18.3333333333;0.0;0.0;48.6666666667;18.3333333333;30.3333333333;0.0;17.4166666667;;;;;14.255685947;5.58333333333;17.055572412;29.3333333333;0.916666666667;14.6666666667;5.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;42.3623635376, 9.40202286355;
2A312;Santa-Maria-Siché;94;2A;470.0;373.0;10.67;17.0;28.0;200.972850679;4.0;2.0;326.998409784;200.972850679;82.2811501597;43.7444089457;125.475113122;178.0;;16644.0;;125.805009394;92.0287512009;115.748357706;277.533936652;30.8371040724;207.352941176;85.0;7.0;6.0;6.0;40.0;11.0;26.0;18.0;4.0;41.8839751228, 8.97997119242;
2B241;Poggio-Marinaccio;94;2B;30.0;25.0;2.83;1.0;0.0;15.0;0.0;1.0;41.0101010101;15.0;26.0101010101;0.0;12.0;;;;;1.06382978723;0.0;1.92307692308;18.0;2.0;10.0;9.0;6.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;42.4359731293, 9.34821605679;
2A279;Serriera;94;2A;119.0;105.0;37.0;2.0;11.0;62.5254237288;0.0;1.0;156.618138961;62.5254237288;88.2119205298;5.88079470199;41.3474576271;;;;;42.7929424797;27.4478058683;44.5677349749;69.5847457627;5.04237288136;42.3559322034;29.0;2.0;0.0;5.0;19.0;4.0;3.0;7.0;0.0;42.307049386, 8.73249922249;
2B087;Cervione;94;2B;1719.0;1628.0;11.45;79.0;96.0;763.0;17.0;23.0;1489.0;763.0;633.0;93.0;500.0;608.0;;16939.3333333;;520.557166295;364.665967292;488.951581831;1087.0;66.0;735.0;272.0;23.0;16.0;39.0;160.0;37.0;34.0;48.0;9.0;42.3210930584, 9.5154262188;
2B164;Monacia-d'Orezza;94;2B;32.0;32.0;4.52;0.0;2.0;15.0;0.0;1.0;53.0;15.0;36.0;2.0;13.0;;;;;3.03687943262;1.0;4.0;20.0;1.0;13.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;42.3814112942, 9.40502593518;
2B366;Chisa;94;2B;98.0;99.0;28.92;2.0;7.0;54.5567010309;0.0;1.0;137.798080341;54.5567010309;83.2413793103;0.0;48.4948453608;;;;;14.3295542518;3.0206185567;10.0;47.4845360825;3.03092783505;31.3195876289;13.0;0.0;0.0;2.0;8.0;0.0;3.0;1.0;1.0;41.9210089906, 9.26560816948;
2B111;Felce;94;2B;52.0;49.0;4.67;0.0;2.0;32.3773584906;0.0;1.0;76.0440251572;32.3773584906;42.575;1.09166666667;30.4150943396;;;;;2.94339622642;0.0;4.9;16.679245283;0.0;9.81132075472;9.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;0.0;42.3462578102, 9.42479183294;
2A198;Ota;94;2A;589.0;538.0;38.16;23.0;18.0;284.335277668;8.0;3.0;660.986963062;284.335277668;341.02247191;35.6292134831;141.182707857;162.0;;17653.75;;237.866670808;125.670145562;197.387562988;411.267372489;47.7072659514;268.068644742;210.0;17.0;4.0;10.0;167.0;33.0;12.0;38.0;2.0;42.2548660718, 8.73294026195;
2B234;Piobetta;94;2B;22.0;25.0;4.8100000000000005;0.0;3.0;13.0;0.0;0.0;46.6666666667;13.0;33.6666666667;0.0;10.0;;;;;5.0157891027;3.0157891027;9.03435991803;17.0;1.0;10.0;8.0;2.0;1.0;0.0;4.0;0.0;1.0;2.0;0.0;42.340337842, 9.36784123009;
2A130;Grosseto-Prugna;94;2A;2690.0;2594.0;31.56;113.0;153.0;1168.18857638;22.0;21.0;3405.10986906;1168.18857638;2233.29434287;3.62694980572;815.257001519;1187.0;72.9501267963;23002.6666667;11.46223;1269.19459115;981.85155247;1164.19426847;1724.63814204;166.053497433;1279.70562187;667.0;18.0;21.0;88.0;446.0;107.0;94.0;136.0;28.0;41.8837141916, 8.87384830361;
2B339;Vallica;94;2B;24.0;41.0;12.07;0.0;1.0;15.36;0.0;1.0;50.36;15.36;31.0;4.0;13.44;;;;;7.32272226275;2.16445399281;13.1241607926;15.36;0.96;8.64;7.0;4.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;42.517352745, 9.05742075675;
2A104;Eccica-Suarella;94;2A;1090.0;862.0;14.47;34.0;16.0;405.310679612;10.0;5.0;527.168161797;405.310679612;115.387173397;6.4703087886;298.427184466;349.0;;21771.6666667;;119.019579732;70.6557050652;104.683547173;734.427184466;44.4466019417;547.116504854;108.0;11.0;4.0;24.0;57.0;10.0;12.0;18.0;3.0;41.9231596216, 8.89401261483;
2A056;Campo;94;2A;95.0;76.0;3.3;2.0;5.0;43.0;0.0;0.0;100.0;43.0;38.0;19.0;35.0;54.0;;18595.5;;27.5652529519;23.5019045356;44.407601857;62.0;4.0;38.0;13.0;1.0;0.0;1.0;9.0;0.0;2.0;4.0;0.0;41.890691356, 9.00098485443;
2A001;Afa;94;2A;2888.0;2655.0;11.84;127.0;87.0;1173.99999999;23.0;18.0;1334.44324323;1173.99999999;79.6972972973;80.7459459459;885.908606963;1020.0;75.3680078508;23102.3809524;7.69231;514.073606242;404.068413552;361.864264919;1949.29471866;95.5685135564;1445.62102764;364.0;23.0;24.0;78.0;210.0;68.0;29.0;69.0;22.0;41.9844089346, 8.79828936731;
2B333;Vallecalle;94;2B;118.0;105.0;6.91;5.0;5.0;60.0535714286;0.0;0.0;138.071270544;60.0535714286;69.8053097345;8.21238938053;45.3035714286;59.0;;17105.2222222;;15.5097397525;4.05756511173;15.2407336009;72.6964285714;5.26785714286;52.6785714286;24.0;10.0;2.0;4.0;7.0;0.0;1.0;4.0;0.0;42.5997369417, 9.33661797877;
2B208;Perelli;94;2B;112.0;118.0;6.21;0.0;6.0;41.8691588785;0.0;0.0;67.2659842753;41.8691588785;25.3968253968;0.0;39.7757009346;;;;;22.6148936775;3.14018691589;15.4591089666;68.0373831776;2.09345794393;29.308411215;10.0;5.0;3.0;0.0;0.0;0.0;2.0;2.0;0.0;42.3142542051, 9.38908614142;
2B321;Tarrano;94;2B;15.0;16.0;3.83;0.0;1.0;9.0;0.0;0.0;37.8141025641;9.0;28.8141025641;0.0;7.0;;;;;1.97066219062;0.0;2.05725524719;7.0;1.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;42.3442277413, 9.40173128284;
2A018;Arbellara;94;2A;143.0;133.0;11.29;8.0;9.0;59.4154929577;2.0;3.0;117.1386568;59.4154929577;57.7231638418;0.0;42.2957746479;52.0;;16996.1538462;;16.1482142956;8.09187626748;12.8756590886;81.5704225352;16.1126760563;70.4929577465;16.0;6.0;0.0;3.0;6.0;3.0;1.0;3.0;0.0;41.6711031024, 8.98935818241;
2B231;Pigna;94;2B;100.0;97.0;2.21;6.0;3.0;47.0;0.0;0.0;90.0;47.0;42.0;1.0;34.0;;;;;46.4018459585;21.4040024255;39.3131823482;63.0;1.0;41.0;40.0;6.0;5.0;5.0;21.0;2.0;3.0;9.0;0.0;42.599340833, 8.90040924261;
2A284;Sollacaro;94;2A;350.0;342.0;23.89;8.0;37.0;177.521613833;0.0;7.0;396.978471235;177.521613833;214.665222961;4.7916344411;131.123919308;156.0;;17079.3333333;;74.688580549;32.3270959452;65.6158926484;207.780979827;24.2074927954;161.383285303;76.0;23.0;5.0;11.0;35.0;4.0;2.0;7.0;0.0;41.7417710939, 8.88010382989;
2A061;Carbini;94;2A;108.0;102.0;16.47;1.0;11.0;56.16;0.0;2.0;160.525942029;56.16;95.8269104084;8.53903162055;49.68;;;;;9.72;4.32;2.78008722013;58.32;6.48;41.04;6.0;1.0;0.0;1.0;3.0;0.0;1.0;2.0;0.0;41.6757000728, 9.16018139778;
2A071;Casalabriva;94;2A;185.0;179.0;15.92;12.0;8.0;96.6111111111;1.0;2.0;192.333654464;96.6111111111;75.9537572254;19.7687861272;57.5555555556;85.0;;15256.0;;37.7033127381;22.2866460715;40.8360795544;105.861111111;9.25;83.25;35.0;10.0;3.0;5.0;15.0;5.0;2.0;7.0;0.0;41.7604107379, 8.92486438361;
2B265;Rutali;94;2B;372.0;316.0;17.11;14.0;17.0;147.142061281;2.0;2.0;267.554561281;147.142061281;109.091666667;11.3208333333;125.381615599;125.0;;17567.0;;27.8144010742;16.3289099184;22.4770804486;222.78551532;16.5793871866;155.431754875;40.0;9.0;3.0;6.0;17.0;3.0;5.0;6.0;0.0;42.5827324452, 9.38160373146;
2A249;Propriano;94;2A;3622.0;3243.0;18.73;206.0;194.0;1643.97427492;34.0;44.0;2684.0136806;1643.97427492;982.424997347;57.6144083378;746.908760142;1220.0;53.9917695473;16415.8333333;23.16446;1780.63097891;1383.30196967;1501.11043437;2299.62259496;256.813629109;1600.59974989;749.0;25.0;30.0;111.0;525.0;160.0;58.0;205.0;33.0;41.6504172843, 8.89378639473;
2B224;Pietracorbara;94;2B;616.0;541.0;26.15;14.0;30.0;307.51950078;1.0;3.0;546.343716681;307.51950078;198.115542736;40.7086731649;218.146645866;287.0;;18083.8888889;;69.456745784;34.7426629681;52.6221779339;361.335413417;55.7379095164;264.274570983;82.0;10.0;4.0;19.0;34.0;5.0;15.0;7.0;1.0;42.8446413084, 9.43811996376;
2A322;Tasso;94;2A;89.0;95.0;16.67;2.0;3.0;45.935483871;0.0;0.0;147.846311896;45.935483871;95.7961783439;6.11464968153;35.4086021505;;;;;12.5713976343;9.7004298924;16.3396792707;50.7204301075;10.5268817204;35.4086021505;19.0;10.0;1.0;1.0;5.0;2.0;2.0;3.0;0.0;41.9505880211, 9.09337409973;
2B088;Chiatra;94;2B;206.0;210.0;8.22;2.0;10.0;93.6363636364;1.0;3.0;207.636363636;93.6363636364;113.0;1.0;64.0669856459;92.0;;18761.6666667;;21.645423459;8.87144325145;18.0256457574;129.119617225;11.8277511962;83.7799043062;22.0;4.0;1.0;4.0;11.0;2.0;2.0;4.0;1.0;42.2879316511, 9.48866878904;
2B210;Pero-Casevecchie;94;2B;128.0;115.0;4.71;2.0;4.0;61.9016393443;1.0;1.0;146.346083789;61.9016393443;74.9444444444;9.5;49.3114754098;50.0;;13667.0;;7.30513209426;2.09836065574;13.539617228200001;77.6393442623;10.4918032787;50.3606557377;11.0;4.0;1.0;1.0;4.0;2.0;1.0;1.0;0.0;42.4163942737, 9.46376889393;
2B298;Saint-Florent;94;2B;1609.0;1635.0;17.98;93.0;122.0;783.15860777;20.0;10.0;1771.71911732;783.15860777;985.49044586;3.07006369427;438.804948575;637.0;;17356.0;;735.128691508;514.047841745;659.477780545;1002.59381925;73.7900698276;668.062467437;507.0;26.0;30.0;59.0;348.0;89.0;44.0;129.0;10.0;42.6872130129, 9.28317002062;
2A349;Viggianello;94;2A;685.0;565.0;17.03;21.0;21.0;278.0;6.0;4.0;496.0;278.0;191.0;27.0;187.0;230.0;;19255.5;;162.973150112;118.082096547;124.889884944;440.0;37.0;320.0;66.0;10.0;4.0;15.0;33.0;4.0;4.0;16.0;6.0;41.6691692239, 8.94530373652;
2B192;Olmo;94;2B;184.0;206.0;4.47;8.0;4.0;70.1436464088;0.0;1.0;144.466227054;70.1436464088;64.0;10.3225806452;42.6961325967;50.0;;15457.0;;7.0357838178;3.98606006089;11.3461342479;140.287292818;14.2320441989;94.5414364641;13.0;5.0;0.0;3.0;3.0;0.0;2.0;3.0;0.0;42.5015366466, 9.41349985144;
2A127;Giuncheto;94;2A;80.0;89.0;7.61;0.0;5.0;39.0;0.0;1.0;79.0;39.0;35.0;5.0;32.0;;;;;9.00485431038;5.00485431038;4.0;46.0;5.0;33.0;13.0;1.0;0.0;3.0;6.0;1.0;3.0;4.0;0.0;41.5862596308, 8.95720217701;
2A133;Guitera-les-Bains;94;2A;129.0;111.0;14.75;2.0;6.0;64.5;0.0;2.0;138.691489362;64.5;73.0138466734;1.17764268828;53.1689189189;50.0;;18989.4444444;;19.3100085642;9.7221707264;12.703516897;75.8310810811;2.61486486486;54.9121621622;20.0;6.0;2.0;0.0;11.0;2.0;1.0;6.0;0.0;41.9219361648, 9.07857366526;
2B261;Rogliano;94;2B;560.0;539.0;26.7;16.0;33.0;274.146341463;4.0;2.0;745.40808643;274.146341463;455.972718889;15.2890260772;192.195121951;229.0;;15561.8478261;;150.110021213;79.7015744533;140.785092692;310.243902439;41.9512195122;231.219512195;150.0;17.0;13.0;15.0;89.0;14.0;16.0;36.0;1.0;42.9720512637, 9.42539823747;
2A258;Renno;94;2A;59.0;84.0;12.62;1.0;7.0;31.0;0.0;2.0;194.358208955;31.0;163.358208955;0.0;21.0;;;;;18.2267785557;13.2267785557;19.0654749076;27.0;3.0;17.0;17.0;8.0;1.0;4.0;3.0;0.0;1.0;1.0;0.0;42.2067544831, 8.8197756757;
2A031;Bastelica;94;2A;537.0;525.0;127.69;14.0;44.0;262.435806016;2.0;4.0;716.246948604;262.435806016;420.824870109;32.9862724788;172.008487089;206.0;;18523.5;;134.895454466;76.0436520469;153.271365523;320.760759088;22.6068297317;226.068297317;104.0;30.0;8.0;11.0;49.0;10.0;6.0;14.0;2.0;41.988063407, 9.04861808353;
2A215;Pianottoli-Caldarello;94;2A;934.0;834.0;42.78;27.0;35.0;445.0;5.0;10.0;881.0;445.0;427.0;9.0;305.0;294.0;;18122.75;;213.715613996;139.581444504;175.817909932;560.0;38.0;380.0;156.0;22.0;10.0;27.0;88.0;24.0;9.0;20.0;4.0;41.5046258305, 9.04899145818;
2B223;Pietralba;94;2B;430.0;417.0;38.98;23.0;26.0;190.0;3.0;8.0;367.0;190.0;158.0;19.0;144.0;191.0;;17793.0;;86.6580848753;49.6069586967;70.3915795964;262.0;25.0;182.0;64.0;22.0;4.0;9.0;26.0;8.0;3.0;12.0;0.0;42.5426494388, 9.18325880414;
2A035;Belvédère-Campomoro;94;2A;153.0;162.0;26.37;4.0;11.0;65.0;0.0;3.0;311.0;65.0;226.0;20.0;54.0;76.0;;21723.0;;44.9328507982;24.9953442868;46.0124694631;101.0;9.0;68.0;44.0;2.0;1.0;2.0;37.0;3.0;2.0;5.0;1.0;41.6174105713, 8.82330409363;
2B277;Serra-di-Fiumorbo;94;2B;317.0;298.0;43.2;14.0;5.0;141.446202532;3.0;3.0;249.598433503;141.446202532;100.286614173;7.8656167979;103.325949367;149.0;;16670.5;;44.9616140075;20.9760506899;43.6985867628;200.632911392;21.0664556962;142.449367089;50.0;10.0;11.0;8.0;19.0;5.0;2.0;4.0;0.0;41.9716708905, 9.33015262464;
2A330;Ucciani;94;2A;468.0;442.0;28.36;23.0;29.0;212.0;5.0;8.0;341.0;212.0;128.0;1.0;147.0;193.0;;16866.8;;56.0405168859;34.0405168859;57.0906832089;298.0;27.0;210.0;67.0;19.0;6.0;10.0;28.0;5.0;4.0;9.0;0.0;42.0469909829, 8.98239119896;
2B101;Croce;94;2B;77.0;82.0;6.43;2.0;10.0;37.9726027397;0.0;0.0;99.1813939485;37.9726027397;55.3793825222;5.82940868655;30.5890410959;;;;;8.32876712329;4.1095890411;17.0323656862;37.9726027397;3.16438356164;18.9863013699;10.0;2.0;2.0;2.0;3.0;1.0;1.0;1.0;0.0;42.4077831336, 9.35731368031;
2B236;Poggio-di-Nazza;94;2B;173.0;180.0;32.79;3.0;9.0;82.7795698925;1.0;0.0;211.45303928;82.7795698925;125.704081633;2.9693877551;66.0376344086;65.0;;16709.2307692;;13.4605017588;8.63630597127;42.8014305976;100.451612903;11.1612903226;52.0860215054;25.0;10.0;1.0;4.0;8.0;1.0;2.0;7.0;0.0;42.052431318000004, 9.29203820739;
2B183;Ogliastro;94;2B;104.0;107.0;9.49;3.0;7.0;48.0;0.0;1.0;140.480225989;48.0;92.4802259887;0.0;38.0;;;;;13.0387096774;9.03870967742;14.5463883757;62.0;9.0;39.0;14.0;1.0;0.0;3.0;9.0;2.0;1.0;3.0;0.0;42.8221560057, 9.35418915293;
2B162;Moltifao;94;2B;734.0;682.0;55.19;10.0;39.0;349.830409357;1.0;9.0;590.642480687;349.830409357;235.168038409;5.64403292181;254.324561404;259.0;;18767.0;;121.189491058;95.9023846113;114.111048694;423.874269006;28.9736842105;260.763157895;68.0;19.0;7.0;8.0;29.0;7.0;5.0;4.0;4.0;42.4744158583, 9.12322901577;
2B207;Penta-di-Casinca;94;2B;3247.0;2808.0;18.53;195.0;109.0;1419.63080556;43.0;20.0;2048.11902105;1419.63080556;546.220351665;82.2678638234;703.455926394;1223.0;51.3957307061;16630.6666667;25.00903;1367.44205158;1096.91064085;1264.12511936;2098.38072658;210.35191123;1421.34108672;492.0;36.0;28.0;79.0;268.0;87.0;81.0;112.0;23.0;42.4548433729, 9.49604243043;
2B110;Favalello;94;2B;61.0;39.0;5.5600000000000005;6.0;1.0;25.320754717;1.0;1.0;40.7261601224;25.320754717;15.4054054054;0.0;16.1132075472;;;;;4.45283018868;0.0;3.76380723821;39.1320754717;4.60377358491;28.7735849057;4.0;1.0;0.0;0.0;2.0;0.0;1.0;1.0;0.0;42.2881585012, 9.24928255053;
2B309;Santa-Maria-di-Lota;94;2B;2005.0;1938.0;13.2;70.0;74.0;816.770295605;13.0;22.0;1043.27504745;816.770295605;196.647307286;29.8574445618;610.766127258;759.0;;21814.6153846;;176.431809787;116.785725892;163.315917702;1281.39741872;82.8157460689;877.670656637;162.0;0.0;3.0;35.0;90.0;19.0;34.0;27.0;2.0;42.7511136181, 9.42463745833;
2A128;Granace;94;2A;58.0;58.0;4.08;3.0;4.0;30.5263157895;0.0;0.0;102.215636178;30.5263157895;71.6893203883;0.0;23.4035087719;;;;;7.76755442233;6.79880116663;1.9701867488699991;33.5789473684;1.01754385965;17.298245614;13.0;1.0;2.0;4.0;4.0;2.0;2.0;2.0;0.0;41.6403012602, 9.01221939492;
2A108;Évisa;94;2A;202.0;182.0;67.28;10.0;14.0;104.0;0.0;1.0;414.0;104.0;231.0;79.0;67.0;85.0;;16857.5;;63.6848632116;39.4396994036;47.9930627266;116.0;11.0;70.0;48.0;12.0;1.0;5.0;25.0;3.0;5.0;10.0;0.0;42.285250229, 8.82039690418;
2B226;Pietraserena;94;2B;74.0;75.0;6.72;4.0;13.0;48.0519480519;0.0;2.0;120.274170274;48.0519480519;68.3183183183;3.9039039039;33.6363636364;;;;;21.6969467316;13.8198961506;26.92454607;27.8701298701;1.92207792208;15.3766233766;14.0;1.0;0.0;1.0;7.0;2.0;5.0;3.0;0.0;42.2338486385, 9.35461476082;
2B194;Ortale;94;2B;26.0;31.0;4.06;1.0;0.0;13.52;0.0;0.0;58.52;13.52;33.0;12.0;8.32;;;;;6.99459783914;6.99459783914;11.5075053404;15.6;1.04;10.4;7.0;2.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;42.3108287185, 9.43462429228;
2A060;Cannelle;94;2A;50.0;46.0;3.41;2.0;0.0;27.0;0.0;0.0;63.0;27.0;28.0;8.0;23.0;;;;;9.04054054054;0.0;5.87846626522;32.0;1.0;29.0;8.0;2.0;2.0;2.0;0.0;0.0;2.0;0.0;1.0;42.047981907, 8.81689575558;
2A163;Monacia-d'Aullène;94;2A;467.0;485.0;39.85;21.0;35.0;220.415948276;3.0;9.0;597.092155789;220.415948276;337.397137746;39.2790697674;169.086206897;190.0;;17096.0;;43.3176208034;18.1559828723;33.665117852;247.590517241;18.1163793103;167.073275862;48.0;9.0;3.0;9.0;22.0;6.0;5.0;3.0;0.0;41.5249319364, 9.01194250381;
2B201;Pancheraccia;94;2B;166.0;182.0;14.35;1.0;4.0;77.7225433526;0.0;2.0;142.436158376;77.7225433526;62.0541513924;2.6594636311;63.3294797688;74.0;;14535.6666667;;31.0275133357;11.6620561519;33.3042550077;87.3179190751;5.7572254335299995;64.289017341;30.0;13.0;7.0;2.0;6.0;1.0;2.0;4.0;0.0;42.1964708452, 9.40495119655;
2B054;Campile;94;2B;185.0;198.0;9.79;9.0;15.0;98.0601092896;0.0;2.0;222.854002419;98.0601092896;106.381679389;18.4122137405;74.8087431694;85.0;;15303.6;;23.1908522523;13.0900148163;19.0824370599;95.0273224044;6.06557377049;55.6010928962;20.0;4.0;1.0;3.0;9.0;3.0;3.0;3.0;0.0;42.4960198579, 9.35529599495;
2B257;Rapale;94;2B;148.0;152.0;10.16;1.0;10.0;69.0666666667;1.0;0.0;136.066666667;69.0666666667;66.0;1.0;51.3066666667;66.0;;19561.0;;19.6934496321;4.96420984992;17.0985134839;91.76;8.88;59.2;23.0;7.0;3.0;6.0;6.0;1.0;1.0;5.0;0.0;42.6204498836, 9.29645877204;
2A186;Olivese;94;2A;237.0;266.0;29.64;3.0;36.0;116.0;0.0;4.0;274.0;116.0;122.0;36.0;93.0;126.0;;15692.6666667;;41.0;24.0;35.02321699;132.0;15.0;96.0;26.0;11.0;1.0;3.0;9.0;5.0;2.0;4.0;0.0;41.8404362861, 9.06885180924;
2B314;Santo-Pietro-di-Tenda;94;2B;356.0;334.0;125.66;4.0;18.0;159.447887324;4.0;5.0;370.835073953;159.447887324;203.097493036;8.28969359331;113.318309859;153.0;;14945.3658537;;67.9070563718;33.9220532249;66.650686583;207.583098592;10.0281690141;136.383098592;70.0;31.0;4.0;9.0;24.0;7.0;2.0;9.0;0.0;42.6724371425, 9.20380969804;
2A300;San-Gavino-di-Carbini;94;2A;1061.0;991.0;47.88;35.0;35.0;440.0;6.0;4.0;814.0;440.0;323.0;51.0;292.0;333.0;;18302.0;;144.974186962;82.0027594081;117.71898564;689.0;61.0;499.0;108.0;5.0;8.0;38.0;51.0;6.0;6.0;21.0;4.0;41.6806017168, 9.23310910423;
2B182;Occhiatana;94;2B;176.0;173.0;12.62;2.0;7.0;95.0;0.0;4.0;278.0;95.0;172.0;11.0;69.0;97.0;;15039.5238095;;32.3770162069;14.1090717646;28.7565305874;101.0;5.0;64.0;36.0;12.0;6.0;6.0;10.0;2.0;2.0;7.0;0.0;42.59289857, 9.00608149281;
2A197;Osani;94;2A;104.0;102.0;51.53;2.0;2.0;59.8787878788;0.0;1.0;212.484848485;59.8787878788;146.736596737;5.86946386946;43.0707070707;;;;;36.4272621097;13.5379692866;34.459233315;70.3838383838;10.5050505051;50.4242424242;36.0;5.0;2.0;6.0;21.0;3.0;2.0;5.0;1.0;42.3435694896, 8.62327012341;
2A189;Olmeto;94;2A;1213.0;1199.0;43.82;47.0;79.0;571.0;17.0;21.0;1475.0;571.0;836.0;68.0;346.0;476.0;;19126.0;;311.942194895;196.330464813;277.090040811;749.0;65.0;505.0;223.0;25.0;8.0;25.0;153.0;24.0;12.0;46.0;5.0;41.7120554576, 8.90482669447;
2B045;Bustanico;94;2B;60.0;66.0;11.52;0.0;5.0;26.4406779661;0.0;0.0;66.6145910096;26.4406779661;33.4782608696;6.69565217391;20.3389830508;;;;;3.05084745763;0.0;14.3538522737;37.6271186441;5.08474576271;20.3389830508;10.0;4.0;0.0;0.0;4.0;1.0;2.0;1.0;0.0;42.3272213954, 9.30862060139;
2B267;Saliceto;94;2B;61.0;65.0;12.54;1.0;6.0;29.9830508475;0.0;2.0;57.9918227773;29.9830508475;24.007518797;4.00125313283;25.8474576271;;;;;7.05867014342;3.03389830508;6.79104477612;33.0847457627;1.03389830508;19.6440677966;11.0;4.0;2.0;0.0;4.0;0.0;1.0;1.0;0.0;42.4110475003, 9.26291373059;
2A099;Cozzano;94;2A;282.0;258.0;25.59;11.0;15.0;138.454873646;3.0;1.0;319.588676463;138.454873646;129.235915493;51.8978873239;100.78700361;104.0;;14733.0;;83.6174185088;49.8730353397;82.295330001;148.635379061;11.1985559567;99.7689530686;47.0;13.0;4.0;6.0;13.0;6.0;11.0;12.0;0.0;41.9335361782, 9.18658901993;
2B081;Castiglione;94;2B;37.0;33.0;23.17;1.0;6.0;18.5;0.0;2.0;54.6388888889;18.5;35.1621621622;0.976726726727;17.5263157895;;;;;1.944698703279999;1.944698703279999;2.9576025438;14.6052631579;2.92105263158;7.78947368421;3.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;42.4094045132, 9.11404108561;
2B221;Piedipartino;94;2B;17.0;17.0;3.25;0.0;2.0;8.5;0.0;0.0;19.8333333333;8.5;11.3333333333;0.0;7.55555555556;;;;;;;;12.2777777778;0.944444444444;7.55555555556;3.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;42.3571679541, 9.34439923246;
2B290;Speloncato;94;2B;285.0;269.0;17.67;14.0;19.0;136.134020619;3.0;1.0;337.762310092;136.134020619;195.726973684;5.90131578947;96.9587628866;118.0;;16423.125;;55.0276258052;30.4110377409;50.1093117156;164.536082474;11.7525773196;119.484536082;51.0;11.0;2.0;7.0;28.0;7.0;3.0;4.0;0.0;42.5743163085, 8.96966763769;
